song_id,title,artist_name,user_id,rating
5076,Eli_ The Barrow Boy,The Decemberists,30266,1.0
5076,Eli_ The Barrow Boy,The Decemberists,66345,1.0
5076,Eli_ The Barrow Boy,The Decemberists,64781,1.0
5076,Eli_ The Barrow Boy,The Decemberists,16079,1.0
5076,Eli_ The Barrow Boy,The Decemberists,23987,1.0
5076,Eli_ The Barrow Boy,The Decemberists,20521,1.0
5076,Eli_ The Barrow Boy,The Decemberists,35102,1.0
5076,Eli_ The Barrow Boy,The Decemberists,66912,1.0
5076,Eli_ The Barrow Boy,The Decemberists,63486,2.0
5076,Eli_ The Barrow Boy,The Decemberists,51542,1.0
5076,Eli_ The Barrow Boy,The Decemberists,23941,1.0
5076,Eli_ The Barrow Boy,The Decemberists,31083,1.0
5076,Eli_ The Barrow Boy,The Decemberists,62404,1.0
5076,Eli_ The Barrow Boy,The Decemberists,47448,1.0
5076,Eli_ The Barrow Boy,The Decemberists,38547,1.0
5076,Eli_ The Barrow Boy,The Decemberists,33227,1.0
5076,Eli_ The Barrow Boy,The Decemberists,59442,1.0
5076,Eli_ The Barrow Boy,The Decemberists,1187,1.0
5076,Eli_ The Barrow Boy,The Decemberists,49833,1.0
5076,Eli_ The Barrow Boy,The Decemberists,879,1.0
5076,Eli_ The Barrow Boy,The Decemberists,15978,1.0
5076,Eli_ The Barrow Boy,The Decemberists,62969,2.0
5076,Eli_ The Barrow Boy,The Decemberists,68283,1.0
5076,Eli_ The Barrow Boy,The Decemberists,457,1.0
5076,Eli_ The Barrow Boy,The Decemberists,17932,1.0
5076,Eli_ The Barrow Boy,The Decemberists,2503,1.0
5076,Eli_ The Barrow Boy,The Decemberists,4062,1.0
5076,Eli_ The Barrow Boy,The Decemberists,32815,1.0
5076,Eli_ The Barrow Boy,The Decemberists,35252,1.0
5076,Eli_ The Barrow Boy,The Decemberists,61798,1.0
5076,Eli_ The Barrow Boy,The Decemberists,74540,1.0
5076,Eli_ The Barrow Boy,The Decemberists,11799,1.0
5076,Eli_ The Barrow Boy,The Decemberists,58994,1.0
5076,Eli_ The Barrow Boy,The Decemberists,74117,1.0
5076,Eli_ The Barrow Boy,The Decemberists,31175,1.0
5076,Eli_ The Barrow Boy,The Decemberists,71879,1.0
5076,Eli_ The Barrow Boy,The Decemberists,53989,1.0
5076,Eli_ The Barrow Boy,The Decemberists,42582,1.0
5076,Eli_ The Barrow Boy,The Decemberists,49820,1.0
5076,Eli_ The Barrow Boy,The Decemberists,61876,1.0
5076,Eli_ The Barrow Boy,The Decemberists,60997,1.0
5076,Eli_ The Barrow Boy,The Decemberists,43637,1.0
5076,Eli_ The Barrow Boy,The Decemberists,3175,1.0
5076,Eli_ The Barrow Boy,The Decemberists,66777,1.0
5076,Eli_ The Barrow Boy,The Decemberists,35587,1.0
5076,Eli_ The Barrow Boy,The Decemberists,69626,1.0
5076,Eli_ The Barrow Boy,The Decemberists,56976,1.0
5076,Eli_ The Barrow Boy,The Decemberists,65780,1.0
5076,Eli_ The Barrow Boy,The Decemberists,49698,1.0
5076,Eli_ The Barrow Boy,The Decemberists,28676,1.0
5076,Eli_ The Barrow Boy,The Decemberists,46109,1.0
5076,Eli_ The Barrow Boy,The Decemberists,39659,1.0
5076,Eli_ The Barrow Boy,The Decemberists,51261,1.0
5076,Eli_ The Barrow Boy,The Decemberists,15996,1.0
5076,Eli_ The Barrow Boy,The Decemberists,58629,1.0
5076,Eli_ The Barrow Boy,The Decemberists,52510,2.0
5076,Eli_ The Barrow Boy,The Decemberists,50876,1.0
5076,Eli_ The Barrow Boy,The Decemberists,66665,1.0
5076,Eli_ The Barrow Boy,The Decemberists,24740,1.0
5076,Eli_ The Barrow Boy,The Decemberists,56204,1.0
5076,Eli_ The Barrow Boy,The Decemberists,57867,1.0
5076,Eli_ The Barrow Boy,The Decemberists,6919,1.0
5076,Eli_ The Barrow Boy,The Decemberists,47786,1.0
2709,Fuck It (I Don't Want You Back),Eamon,57909,2.0
2709,Fuck It (I Don't Want You Back),Eamon,31356,1.0
2709,Fuck It (I Don't Want You Back),Eamon,26995,1.0
2709,Fuck It (I Don't Want You Back),Eamon,21588,1.0
2709,Fuck It (I Don't Want You Back),Eamon,31692,4.0
2709,Fuck It (I Don't Want You Back),Eamon,69682,1.0
2709,Fuck It (I Don't Want You Back),Eamon,12598,1.0
2709,Fuck It (I Don't Want You Back),Eamon,27928,1.0
2709,Fuck It (I Don't Want You Back),Eamon,65845,1.0
2709,Fuck It (I Don't Want You Back),Eamon,66481,1.0
2709,Fuck It (I Don't Want You Back),Eamon,43368,1.0
2709,Fuck It (I Don't Want You Back),Eamon,41179,1.0
2709,Fuck It (I Don't Want You Back),Eamon,75614,1.0
2709,Fuck It (I Don't Want You Back),Eamon,58281,1.0
2709,Fuck It (I Don't Want You Back),Eamon,59340,1.0
2709,Fuck It (I Don't Want You Back),Eamon,27072,1.0
2709,Fuck It (I Don't Want You Back),Eamon,59593,1.0
2709,Fuck It (I Don't Want You Back),Eamon,7045,1.0
2709,Fuck It (I Don't Want You Back),Eamon,83,1.0
2709,Fuck It (I Don't Want You Back),Eamon,63907,3.0
2709,Fuck It (I Don't Want You Back),Eamon,26340,3.0
2709,Fuck It (I Don't Want You Back),Eamon,6844,1.0
2709,Fuck It (I Don't Want You Back),Eamon,8672,1.0
2709,Fuck It (I Don't Want You Back),Eamon,9134,2.0
